序号,学科门类,门类代码,一级学科名称,学科代码,评估结果,院校名称,学校代码,评估百分位,评估名次,评估档次,全国“博士授权”高校总数,本次参评“博士授权”高校数,本次参评高校总数,双一流学科
3137,工学,8,化学工程与技术,817,C,东北电力大学,10188,50%-60%,前72-86名,8档,54,51,144,
2031,工学,8,机械工程,802,C,东北石油大学,10220,50%-60%,前94-113名,8档,93,89,189,
2166,工学,8,仪器科学与技术,804,C-,东北石油大学,10220,60%-70%,前43-51名,9档,32,29,73,
2353,工学,8,动力工程及工程热物理,807,C,东北石油大学,10220,50%-60%,前42-50名,8档,43,42,84,
3097,工学,8,化学工程与技术,817,B,东北石油大学,10220,20%-30%,前28-43名,5档,54,51,144,
3177,工学,8,地质资源与地质工程,818,B-,东北石油大学,10220,30%-40%,前11-15名,6档,27,26,38,
3213,工学,8,石油与天然气工程,820,B,东北石油大学,10220,20%-30%,前16-25名,5档,48,38,84,
4691,管理学,12,工商管理,1202,C-,东北石油大学,10220,60%-70%,前144-168名,9档,65,63,240,
79,经济学,2,理论经济学,201,B,东北财经大学,10173,20%-30%,前18-27名,5档,39,38,90,
126,经济学,2,应用经济学,202,A,东北财经大学,10173,2%-5%,前7名,2档,66,58,155,
307,法学,3,法学,301,C,东北财经大学,10173,50%-60%,前72-86名,8档,40,38,144,
1797,理学,7,统计学,714,A-,东北财经大学,10173,5%-10%,前6-12名,3档,54,51,120,
4426,管理学,12,管理科学与工程,1201,B+,东北财经大学,10173,10%-20%,前18-37名,4档,90,85,187,
4553,管理学,12,工商管理,1202,A-,东北财经大学,10173,5%-10%,前12-24名,3档,65,63,240,
4766,管理学,12,公共管理,1204,B,东北财经大学,10173,20%-30%,前28-42名,5档,43,27,143,
1243,理学,7,数学,701,C+,东华大学,10255,40%-50%,前72-91名,7档,76,69,182,
1375,理学,7,物理学,702,C-,东华大学,10255,60%-70%,前76-88名,9档,64,56,127,
1434,理学,7,化学,703,B-,东华大学,10255,30%-40%,前45-60名,6档,69,66,150,
1717,理学,7,科学技术史,712,C,东华大学,10255,50%-60%,前10-12名,8档,9,7,21,
1978,工学,8,机械工程,802,B,东华大学,10255,20%-30%,前37-56名,5档,93,89,189,
2195,工学,8,材料科学与工程,805,B+,东华大学,10255,10%-20%,前17-34名,4档,93,89,172,
2583,工学,8,信息与通信工程,810,C-,东华大学,10255,60%-70%,前82-95名,9档,64,61,137,
2629,工学,8,控制科学与工程,811,B,东华大学,10255,20%-30%,前32-48名,5档,67,64,162,
2787,工学,8,计算机科学与技术,812,B-,东华大学,10255,30%-40%,前71-95名,6档,77,75,238,
2969,工学,8,土木工程,814,C+,东华大学,10255,40%-50%,前53-67名,7档,56,54,134,
3138,工学,8,化学工程与技术,817,C,东华大学,10255,50%-60%,前72-86名,8档,54,51,144,
3219,工学,8,纺织科学与工程,821,A+,东华大学,10255,前2%,前2名,1档,7,7,17,纺织科学与工程
3403,工学,8,环境科学与工程,830,B,东华大学,10255,20%-30%,前31-46名,5档,60,57,155,
3525,工学,8,生物医学工程,831,C-,东华大学,10255,60%-70%,前42-49名,9档,35,32,70,
3709,工学,8,软件工程,835,B-,东华大学,10255,30%-40%,前49-66名,6档,46,45,165,
4449,管理学,12,管理科学与工程,1201,B,东华大学,10255,20%-30%,前37-56名,5档,90,85,187,
4595,管理学,12,工商管理,1202,B,东华大学,10255,20%-30%,前48-72名,5档,65,63,240,
4892,艺术学,13,艺术学理论,1301,C,东华大学,10255,50%-60%,前25-30名,8档,19,18,50,
5031,艺术学,13,美术学,1304,C,东华大学,10255,50%-60%,前46-55名,8档,15,15,93,
5060,艺术学,13,设计学,1305,B+,东华大学,10255,10%-20%,前9-18名,4档,16,16,94,
2856,工学,8,计算机科学与技术,812,C-,东华理工大学,10405,60%-70%,前142-166名,9档,77,75,238,
3059,工学,8,测绘科学与技术,816,C,东华理工大学,10405,50%-60%,前17-20名,8档,15,13,34,
3185,工学,8,地质资源与地质工程,818,C,东华理工大学,10405,50%-60%,前19-22名,8档,27,26,38,
3330,工学,8,核科学与技术,827,C,东华理工大学,10405,50%-60%,前10-12名,8档,12,11,20,
4642,管理学,12,工商管理,1202,C+,东华理工大学,10405,40%-50%,前96-120名,7档,65,63,240,
13,哲学,1,哲学,101,B+,东南大学,10286,10%-20%,前8-16名,4档,48,38,84,
143,经济学,2,应用经济学,202,B+,东南大学,10286,10%-20%,前15-31名,4档,66,58,155,
1901,工学,8,力学,801,B-,东南大学,10286,30%-40%,前24-32名,6档,53,52,80,
1956,工学,8,机械工程,802,B+,东南大学,10286,10%-20%,前18-37名,4档,93,89,189,
2084,工学,8,光学工程,803,B,东南大学,10286,20%-30%,前16-24名,5档,39,36,80,
2125,工学,8,仪器科学与技术,804,A-,东南大学,10286,5%-10%,前3-7名,3档,32,29,73,
2208,工学,8,材料科学与工程,805,B,东南大学,10286,20%-30%,前34-51名,5档,93,89,172,材料科学与工程
2321,工学,8,动力工程及工程热物理,807,B+,东南大学,10286,10%-20%,前8-16名,4档,43,42,84,
2377,工学,8,电气工程,808,B+,东南大学,10286,10%-20%,前8-16名,4档,40,39,84,
2428,工学,8,电子科学与技术,809,A,东南大学,10286,2%-5%,前5名,2档,52,49,106,电子科学与技术
2508,工学,8,信息与通信工程,810,A-,东南大学,10286,5%-10%,前6-13名,3档,64,61,137,信息与通信工程
2602,工学,8,控制科学与工程,811,A-,东南大学,10286,5%-10%,前8-16名,3档,67,64,162,控制科学与工程
2740,工学,8,计算机科学与技术,812,B+,东南大学,10286,10%-20%,前23-47名,4档,77,75,238,计算机科学与技术
2877,工学,8,建筑学,813,A+,东南大学,10286,前2%,前2名,1档,16,16,54,建筑学
2914,工学,8,土木工程,814,A+,东南大学,10286,前2%,前2名,1档,56,54,134,土木工程
3056,工学,8,测绘科学与技术,816,C+,东南大学,10286,40%-50%,前13-17名,7档,15,13,34,
3081,工学,8,化学工程与技术,817,B+,东南大学,10286,10%-20%,前14-28名,4档,54,51,144,
3245,工学,8,交通运输工程,823,A+,东南大学,10286,前2%,前2名,1档,27,25,52,交通运输工程
3385,工学,8,环境科学与工程,830,B+,东南大学,10286,10%-20%,前15-31名,4档,60,57,155,
3478,工学,8,生物医学工程,831,A+,东南大学,10286,前2%,前2名,1档,35,32,70,生物医学工程
3586,工学,8,城乡规划学,833,A-,东南大学,10286,5%-10%,前2-5名,3档,13,13,51,
3620,工学,8,风景园林学,834,A-,东南大学,10286,5%-10%,前2-5名,3档,20,20,56,风景园林学
3679,工学,8,软件工程,835,B+,东南大学,10286,10%-20%,前16-33名,4档,46,45,165,
4416,管理学,12,管理科学与工程,1201,A-,东南大学,10286,5%-10%,前9-18名,3档,90,85,187,
4598,管理学,12,工商管理,1202,B,东南大学,10286,20%-30%,前48-72名,5档,65,63,240,
4780,管理学,12,公共管理,1204,B-,东南大学,10286,30%-40%,前42-57名,6档,43,27,143,
4865,艺术学,13,艺术学理论,1301,A+,东南大学,10286,前2%,前2名,1档,19,18,50,艺术学理论
5070,艺术学,13,设计学,1305,B,东南大学,10286,20%-30%,前18-28名,5档,16,16,94,
1261,理学,7,数学,701,C,中北大学,10110,50%-60%,前91-109名,8档,76,69,182,
1990,工学,8,机械工程,802,B-,中北大学,10110,30%-40%,前56-75名,6档,93,89,189,
2127,工学,8,仪器科学与技术,804,B+,中北大学,10110,10%-20%,前7-14名,4档,32,29,73,
2225,工学,8,材料科学与工程,805,B-,中北大学,10110,30%-40%,前51-68名,6档,93,89,172,
2490,工学,8,电子科学与技术,809,C-,中北大学,10110,60%-70%,前63-74名,9档,52,49,106,
2526,工学,8,信息与通信工程,810,B,中北大学,10110,20%-30%,前27-41名,5档,64,61,137,
2832,工学,8,计算机科学与技术,812,C,中北大学,10110,50%-60%,前119-142名,8档,77,75,238,
3109,工学,8,化学工程与技术,817,B-,中北大学,10110,30%-40%,前43-57名,6档,54,51,144,
3317,工学,8,兵器科学与技术,826,C-,中北大学,10110,60%-70%,前7-9名,9档,14,10,13,
3800,工学,8,安全科学与工程,837,C,中北大学,10110,50%-60%,前26-31名,8档,20,20,52,
30,哲学,1,哲学,101,B-,中南大学,10533,30%-40%,前25-33名,6档,48,38,84,
253,法学,3,法学,301,B+,中南大学,10533,10%-20%,前14-28名,4档,40,38,144,
406,法学,3,社会学,303,B-,中南大学,10533,30%-40%,前19-26名,6档,24,24,65,
467,法学,3,马克思主义理论,305,A-,中南大学,10533,5%-10%,前11-23名,3档,93,83,231,
699,教育学,4,心理学,402,B-,中南大学,10533,30%-40%,前15-20名,6档,24,23,51,
1197,理学,7,数学,701,B+,中南大学,10533,10%-20%,前18-36名,4档,76,69,182,数学
1327,理学,7,物理学,702,B,中南大学,10533,20%-30%,前25-38名,5档,64,56,127,
1424,理学,7,化学,703,B,中南大学,10533,20%-30%,前30-45名,5档,69,66,150,
1582,理学,7,地质学,709,C,中南大学,10533,50%-60%,前11-13名,8档,17,15,22,
1611,理学,7,生物学,710,B+,中南大学,10533,10%-20%,前16-32名,4档,91,75,161,
1813,理学,7,统计学,714,B+,中南大学,10533,10%-20%,前12-24名,4档,54,51,120,
1921,工学,8,力学,801,C,中南大学,10533,50%-60%,前40-48名,8档,53,52,80,
1946,工学,8,机械工程,802,A-,中南大学,10533,5%-10%,前9-18名,3档,93,89,189,
2184,工学,8,材料科学与工程,805,A-,中南大学,10533,5%-10%,前8-17名,3档,93,89,172,材料科学与工程
2294,工学,8,冶金工程,806,A+,中南大学,10533,前2%,前2名,1档,11,11,20,冶金工程
2338,工学,8,动力工程及工程热物理,807,B-,中南大学,10533,30%-40%,前25-33名,6档,43,42,84,
2414,工学,8,电气工程,808,C,中南大学,10533,50%-60%,前42-50名,8档,40,39,84,
2473,工学,8,电子科学与技术,809,C+,中南大学,10533,40%-50%,前42-53名,7档,52,49,106,
2578,工学,8,信息与通信工程,810,C,中南大学,10533,50%-60%,前68-82名,8档,64,61,137,
2605,工学,8,控制科学与工程,811,A-,中南大学,10533,5%-10%,前8-16名,3档,67,64,162,
2726,工学,8,计算机科学与技术,812,A-,中南大学,10533,5%-10%,前11-23名,3档,77,75,238,
2923,工学,8,土木工程,814,A-,中南大学,10533,5%-10%,前6-13名,3档,56,54,134,
3046,工学,8,测绘科学与技术,816,B+,中南大学,10533,10%-20%,前3-6名,4档,15,13,34,
3088,工学,8,化学工程与技术,817,B+,中南大学,10533,10%-20%,前14-28名,4档,54,51,144,
3170,工学,8,地质资源与地质工程,818,B+,中南大学,10533,10%-20%,前3-7名,4档,27,26,38,
3193,工学,8,矿业工程,819,A+,中南大学,10533,前2%,前2名,1档,18,18,28,矿业工程
3253,工学,8,交通运输工程,823,B+,中南大学,10533,10%-20%,前5-10名,4档,27,25,52,
3423,工学,8,环境科学与工程,830,B-,中南大学,10533,30%-40%,前46-62名,6档,60,57,155,
3777,工学,8,安全科学与工程,837,A-,中南大学,10533,5%-10%,前2-5名,3档,20,20,52,
4033,医学,10,基础医学,1001,B+,中南大学,10533,10%-20%,前7-15名,4档,43,38,78,
4082,医学,10,临床医学,1002,A-,中南大学,10533,5%-10%,前4-8名,3档,52,48,86,
4156,医学,10,口腔医学,1003,C,中南大学,10533,50%-60%,前19-23名,8档,16,15,39,
4183,医学,10,公共卫生与预防医学,1004,B-,中南大学,10533,30%-40%,前16-21名,6档,34,32,54,
4280,医学,10,药学,1007,B+,中南大学,10533,10%-20%,前10-20名,4档,41,37,104,
4364,医学,10,护理学,1011,A+,中南大学,10533,前2%,前2名,1档,23,22,59,
4419,管理学,12,管理科学与工程,1201,A-,中南大学,10533,5%-10%,前9-18名,3档,90,85,187,
4580,管理学,12,工商管理,1202,B+,中南大学,10533,10%-20%,前24-48名,4档,65,63,240,
4775,管理学,12,公共管理,1204,B,中南大学,10533,20%-30%,前28-42名,5档,43,27,143,
1660,理学,7,生物学,710,C+,中南林业科技大学,10538,40%-50%,前64-80名,7档,91,75,161,
1747,理学,7,生态学,713,B,中南林业科技大学,10538,20%-30%,前20-30名,5档,57,48,100,
2989,工学,8,土木工程,814,C,中南林业科技大学,10538,50%-60%,前67-80名,8档,56,54,134,
3362,工学,8,林业工程,829,B-,中南林业科技大学,10538,30%-40%,前3-5名,6档,8,8,13,
3470,工学,8,环境科学与工程,830,C-,中南林业科技大学,10538,60%-70%,前93-108名,9档,60,57,155,
3564,工学,8,食品科学与工程,832,C+,中南林业科技大学,10538,40%-50%,前31-39名,7档,27,26,79,
3637,工学,8,风景园林学,834,B-,中南林业科技大学,10538,30%-40%,前16-22名,6档,20,20,56,
3975,农学,9,林学,907,B,中南林业科技大学,10538,20%-30%,前6-9名,5档,18,18,30,
4698,管理学,12,工商管理,1202,C-,中南林业科技大学,10538,60%-70%,前144-168名,9档,65,63,240,
312,法学,3,法学,301,C,中南民族大学,10524,50%-60%,前72-86名,8档,40,38,144,
430,法学,3,民族学,304,A-,中南民族大学,10524,5%-10%,前1-3名,3档,15,14,31,
534,法学,3,马克思主义理论,305,B-,中南民族大学,10524,30%-40%,前69-92名,6档,93,83,231,
667,教育学,4,教育学,401,C,中南民族大学,10524,50%-60%,前50-60名,8档,31,30,101,
852,文学,5,中国语言文学,501,C,中南民族大学,10524,50%-60%,前74-88名,8档,65,64,148,
1457,理学,7,化学,703,C+,中南民族大学,10524,40%-50%,前60-75名,7档,69,66,150,
1691,理学,7,生物学,710,C-,中南民族大学,10524,60%-70%,前96-112名,9档,91,75,161,
4647,管理学,12,工商管理,1202,C+,中南民族大学,10524,40%-50%,前96-120名,7档,65,63,240,
41,哲学,1,哲学,101,C+,中南财经政法大学,10520,40%-50%,前33-42名,7档,48,38,84,
82,经济学,2,理论经济学,201,B,中南财经政法大学,10520,20%-30%,前18-27名,5档,39,38,90,
134,经济学,2,应用经济学,202,A-,中南财经政法大学,10520,5%-10%,前7-15名,3档,66,58,155,
243,法学,3,法学,301,A-,中南财经政法大学,10520,5%-10%,前7-14名,3档,40,38,144,法学（自定）
558,法学,3,马克思主义理论,305,C+,中南财经政法大学,10520,40%-50%,前92-115名,7档,93,83,231,
983,文学,5,外国语言文学,502,C-,中南财经政法大学,10520,60%-70%,前88-103名,9档,41,38,163,
1812,理学,7,统计学,714,B+,中南财经政法大学,10520,10%-20%,前12-24名,4档,54,51,120,
4510,管理学,12,管理科学与工程,1201,C,中南财经政法大学,10520,50%-60%,前93-112名,8档,90,85,187,
4579,管理学,12,工商管理,1202,B+,中南财经政法大学,10520,10%-20%,前24-48名,4档,65,63,240,
4725,管理学,12,农林经济管理,1203,C+,中南财经政法大学,10520,40%-50%,前15-19名,7档,24,22,39,
4761,管理学,12,公共管理,1204,B+,中南财经政法大学,10520,10%-20%,前14-28名,4档,43,27,143,
3227,工学,8,纺织科学与工程,821,C,中原工学院,10465,50%-60%,前8-10名,8档,7,7,17,
259,法学,3,法学,301,B,中国人民公安大学,10041,20%-30%,前28-43名,5档,40,38,144,
3,哲学,1,哲学,101,A,中国人民大学,10002,2%-5%,前4名,2档,48,38,84,哲学
59,经济学,2,理论经济学,201,A+,中国人民大学,10002,前2%,前2名,1档,39,38,90,理论经济学
123,经济学,2,应用经济学,202,A+,中国人民大学,10002,前2%,前2名,1档,66,58,155,应用经济学
230,法学,3,法学,301,A+,中国人民大学,10002,前2%,前2名,1档,40,38,144,法学
332,法学,3,政治学,302,A,中国人民大学,10002,2%-5%,前3名,2档,30,28,76,政治学
384,法学,3,社会学,303,A+,中国人民大学,10002,前2%,前2名,1档,24,24,65,社会学
449,法学,3,马克思主义理论,305,A+,中国人民大学,10002,前2%,前2名,1档,93,83,231,马克思主义理论
779,文学,5,中国语言文学,501,A-,中国人民大学,10002,5%-10%,前7-14名,3档,65,64,148,
890,文学,5,外国语言文学,502,B+,中国人民大学,10002,10%-20%,前14-29名,4档,41,38,163,
989,文学,5,新闻传播学,503,A+,中国人民大学,10002,前2%,前2名,1档,17,17,81,新闻传播学
1055,历史学,6,考古学,601,B-,中国人民大学,10002,30%-40%,前10-14名,6档,21,21,36,
1074,历史学,6,中国史,602,A-,中国人民大学,10002,5%-10%,前4-8名,3档,48,48,82,中国史
1138,历史学,6,世界史,603,B,中国人民大学,10002,20%-30%,前11-17名,5档,31,31,58,
1205,理学,7,数学,701,B,中国人民大学,10002,20%-30%,前36-54名,5档,76,69,182,
1321,理学,7,物理学,702,B,中国人民大学,10002,20%-30%,前25-38名,5档,64,56,127,
1446,理学,7,化学,703,C+,中国人民大学,10002,40%-50%,前60-75名,7档,69,66,150,
1770,理学,7,生态学,713,C,中国人民大学,10002,50%-60%,前50-60名,8档,57,48,100,
1791,理学,7,统计学,714,A+,中国人民大学,10002,前2%,前2名,1档,54,51,120,统计学
2731,工学,8,计算机科学与技术,812,B+,中国人民大学,10002,10%-20%,前23-47名,4档,77,75,238,
3430,工学,8,环境科学与工程,830,C+,中国人民大学,10002,40%-50%,前62-77名,7档,60,57,155,
3689,工学,8,软件工程,835,B,中国人民大学,10002,20%-30%,前33-49名,5档,46,45,165,
4479,管理学,12,管理科学与工程,1201,C+,中国人民大学,10002,40%-50%,前74-93名,7档,90,85,187,
4538,管理学,12,工商管理,1202,A+,中国人民大学,10002,前2%,前2名,1档,65,63,240,工商管理
4711,管理学,12,农林经济管理,1203,B+,中国人民大学,10002,10%-20%,前3-7名,4档,24,22,39,农林经济管理
4735,管理学,12,公共管理,1204,A+,中国人民大学,10002,前2%,前2名,1档,43,27,143,公共管理
4839,管理学,12,图书情报与档案管理,1205,A-,中国人民大学,10002,5%-10%,前1-3名,3档,11,10,39,图书情报与档案管理
4879,艺术学,13,艺术学理论,1301,B-,中国人民大学,10002,30%-40%,前15-20名,6档,19,18,50,
4933,艺术学,13,音乐与舞蹈学,1302,C,中国人民大学,10002,50%-60%,前34-41名,8档,11,11,69,
5011,艺术学,13,美术学,1304,B-,中国人民大学,10002,30%-40%,前27-37名,6档,15,15,93,
5104,艺术学,13,设计学,1305,C-,中国人民大学,10002,60%-70%,前56-65名,9档,16,16,94,
816,文学,5,中国语言文学,501,B-,中国传媒大学,10033,30%-40%,前44-59名,6档,65,64,148,
959,文学,5,外国语言文学,502,C,中国传媒大学,10033,50%-60%,前74-88名,8档,41,38,163,
990,文学,5,新闻传播学,503,A+,中国传媒大学,10033,前2%,前2名,1档,17,17,81,新闻传播学
2466,工学,8,电子科学与技术,809,C+,中国传媒大学,10033,40%-50%,前42-53名,7档,52,49,106,
2525,工学,8,信息与通信工程,810,B,中国传媒大学,10033,20%-30%,前27-41名,5档,64,61,137,
2805,工学,8,计算机科学与技术,812,C+,中国传媒大学,10033,40%-50%,前95-119名,7档,77,75,238,
4867,艺术学,13,艺术学理论,1301,A-,中国传媒大学,10033,5%-10%,前2-5名,3档,19,18,50,
4912,艺术学,13,音乐与舞蹈学,1302,B,中国传媒大学,10033,20%-30%,前13-20名,5档,11,11,69,
4949,艺术学,13,戏剧与影视学,1303,A+,中国传媒大学,10033,前2%,前2名,1档,14,13,51,戏剧与影视学
5001,艺术学,13,美术学,1304,B,中国传媒大学,10033,20%-30%,前18-27名,5档,15,15,93,
5058,艺术学,13,设计学,1305,B+,中国传媒大学,10033,10%-20%,前9-18名,4档,16,16,94,
396,法学,3,社会学,303,B,中国农业大学,10019,20%-30%,前13-19名,5档,24,24,65,
592,法学,3,马克思主义理论,305,C-,中国农业大学,10019,60%-70%,前138-161名,9档,93,83,231,
1258,理学,7,数学,701,C,中国农业大学,10019,50%-60%,前91-109名,8档,76,69,182,
